ShipmentID,ProductID,WarehouseID,Carrier,ShipDate,RequestedDate,DeliveredDate,Qty,Revenue,FreightCost,OnTimeFlag,TransitDays
81981,108,2,GroundCo,2025-01-25,2025-01-31,2025-02-03,40,216.0,6.5,0,9
81982,112,1,AirFast,2025-01-25,2025-01-28,2025-01-26,25,393.75,27.78,1,1
81983,101,2,RegionalX,2025-01-25,2025-01-29,2025-01-28,50,60.0,3.21,1,3
81984,114,1,GroundCo,2025-01-26,2025-01-31,2025-01-30,20,92.0,2.65,1,4
81985,110,1,GroundCo,2025-01-26,2025-01-30,2025-01-30,50,412.5,13.47,1,4
81986,102,2,GroundCo,2025-01-26,2025-02-01,2025-01-31,50,80.0,3.31,1,5
81987,108,3,RegionalX,2025-01-27,2025-02-01,2025-01-31,50,270.0,13.15,1,4
81988,105,1,GroundCo,2025-01-27,2025-01-31,2025-01-31,40,260.0,10.03,1,4
81989,115,1,GroundCo,2025-01-27,2025-01-31,2025-02-01,20,139.8,4.58,0,5
81990,111,4,GroundCo,2025-01-27,2025-02-02,2025-01-30,100,950.0,25.07,1,3
81991,106,4,GroundCo,2025-01-27,2025-02-01,2025-01-30,50,495.0,20.62,1,3
81992,107,4,RegionalX,2025-01-28,2025-02-01,2025-01-30,50,190.0,8.45,1,2
81993,109,4,GroundCo,2025-01-28,2025-02-01,2025-02-02,75,900.0,39.66,0,5
81994,107,3,RegionalX,2025-01-28,2025-01-31,2025-01-31,10,38.0,1.43,1,3
81995,105,2,RegionalX,2025-01-28,2025-02-01,2025-02-01,10,65.0,2.55,1,4
81996,107,4,RegionalX,2025-01-28,2025-01-31,2025-01-30,25,95.0,3.71,1,2
81997,102,3,AirFast,2025-01-29,2025-02-01,2025-01-30,50,80.0,5.02,1,1
81998,115,4,RegionalX,2025-01-29,2025-02-01,2025-01-31,20,139.8,5.55,1,2
81999,104,3,GroundCo,2025-01-29,2025-02-03,2025-02-02,10,4.5,0.13,1,4
82000,105,3,RegionalX,2025-01-29,2025-02-02,2025-02-02,25,162.5,6.68,1,4
82001,102,2,GroundCo,2025-01-30,2025-02-03,2025-02-02,25,40.0,1.77,1,3
82002,105,3,RegionalX,2025-01-30,2025-02-02,2025-02-03,20,130.0,4.35,0,4
82003,112,2,GroundCo,2025-01-30,2025-02-03,2025-02-04,75,1181.25,53.12,0,5
82004,113,4,GroundCo,2025-01-30,2025-02-05,2025-02-03,100,295.0,8.9,1,4
82005,113,3,GroundCo,2025-01-31,2025-02-06,2025-02-04,50,147.5,4.58,1,4
82006,112,3,GroundCo,2025-01-31,2025-02-04,2025-02-04,20,315.0,9.91,1,4
82007,114,3,GroundCo,2025-01-31,2025-02-05,2025-02-03,100,460.0,18.04,1,3
82008,106,4,GroundCo,2025-01-31,2025-02-05,2025-02-04,10,99.0,4.28,1,4
82009,109,1,GroundCo,2025-01-31,2025-02-04,2025-02-04,50,600.0,21.46,1,4
82010,108,2,RegionalX,2025-01-31,2025-02-03,2025-02-02,75,405.0,16.01,1,2
82011,102,4,GroundCo,2025-02-01,2025-02-06,2025-02-06,50,80.0,2.83,1,5
82012,105,3,RegionalX,2025-02-01,2025-02-04,2025-02-03,50,325.0,13.7,1,2
82013,109,1,GroundCo,2025-02-01,2025-02-07,2025-02-04,10,120.0,5.57,1,3
82014,102,2,GroundCo,2025-02-01,2025-02-07,2025-02-09,75,120.0,4.18,0,8
82015,101,4,GroundCo,2025-02-01,2025-02-07,2025-02-04,20,24.0,0.83,1,3
82016,104,1,GroundCo,2025-02-02,2025-02-07,2025-02-07,50,22.5,0.42,1,5
82017,103,1,GroundCo,2025-02-02,2025-02-07,2025-02-07,25,18.75,0.45,1,5
82018,106,2,GroundCo,2025-02-02,2025-02-08,2025-02-07,100,990.0,36.8,1,5
82019,102,3,GroundCo,2025-02-02,2025-02-06,2025-02-06,40,64.0,2.31,1,4
82020,112,4,GroundCo,2025-02-02,2025-02-06,2025-02-06,40,630.0,24.52,1,4
82021,102,3,GroundCo,2025-02-02,2025-02-07,2025-02-07,100,160.0,5.98,1,5
82022,111,4,GroundCo,2025-02-03,2025-02-07,2025-02-08,25,237.5,8.47,0,5
82023,101,1,GroundCo,2025-02-03,2025-02-09,2025-02-07,50,60.0,1.83,1,4
82024,101,2,RegionalX,2025-02-03,2025-02-08,2025-02-05,75,90.0,4.32,1,2
82025,109,4,RegionalX,2025-02-03,2025-02-07,2025-02-06,25,300.0,13.99,1,3
82026,112,3,RegionalX,2025-02-03,2025-02-08,2025-02-06,100,1575.0,76.4,1,3
82027,108,2,RegionalX,2025-02-03,2025-02-07,2025-02-07,25,135.0,6.11,1,4
82028,109,1,RegionalX,2025-02-04,2025-02-07,2025-02-07,10,120.0,6.6,1,3
82029,108,1,RegionalX,2025-02-04,2025-02-09,2025-02-08,25,135.0,6.21,1,4
82030,114,4,AirFast,2025-02-04,2025-02-05,2025-02-06,40,184.0,12.52,0,2
82031,115,3,AirFast,2025-02-04,2025-02-05,2025-02-05,100,699.0,48.91,1,1
82032,109,4,AirFast,2025-02-05,2025-02-06,2025-02-06,10,120.0,10.58,1,1
82033,104,3,RegionalX,2025-02-05,2025-02-10,2025-02-07,100,45.0,1.36,1,2
82034,110,4,RegionalX,2025-02-05,2025-02-09,2025-02-12,10,82.5,3.74,0,7
82035,115,1,RegionalX,2025-02-05,2025-02-10,2025-02-09,50,349.5,15.62,1,4
82036,114,1,GroundCo,2025-02-06,2025-02-10,2025-02-09,50,230.0,7.56,1,3
82037,107,4,RegionalX,2025-02-06,2025-02-10,2025-02-10,20,76.0,2.87,1,4
82038,109,1,RegionalX,2025-02-06,2025-02-11,2025-02-10,40,480.0,21.58,1,4
82039,103,4,GroundCo,2025-02-06,2025-02-10,2025-02-09,75,56.25,1.79,1,3
82040,101,2,AirFast,2025-02-07,2025-02-08,2025-02-08,50,60.0,4.01,1,1
82041,111,3,GroundCo,2025-02-07,2025-02-13,2025-02-12,20,190.0,5.14,1,5
82042,109,3,RegionalX,2025-02-07,2025-02-10,2025-02-11,100,1200.0,48.46,0,4
82043,106,1,RegionalX,2025-02-08,2025-02-11,2025-02-10,25,247.5,10.63,1,2
82044,115,3,AirFast,2025-02-08,2025-02-11,2025-02-09,100,699.0,56.93,1,1
82045,103,4,GroundCo,2025-02-08,2025-02-13,2025-02-13,75,56.25,1.5,1,5
82046,104,2,GroundCo,2025-02-08,2025-02-14,2025-02-11,100,45.0,1.11,1,3
82047,109,3,AirFast,2025-02-08,2025-02-10,2025-02-10,100,1200.0,120.75,1,2
82048,111,2,GroundCo,2025-02-09,2025-02-14,2025-02-12,25,237.5,8.47,1,3
82049,110,2,GroundCo,2025-02-09,2025-02-13,2025-02-13,100,825.0,25.38,1,4
82050,111,1,RegionalX,2025-02-09,2025-02-14,2025-02-12,100,950.0,40.42,1,3
82051,108,1,RegionalX,2025-02-09,2025-02-14,2025-02-13,50,270.0,11.13,1,4
82052,101,3,AirFast,2025-02-09,2025-02-10,2025-02-10,25,30.0,2.53,1,1
82053,105,1,RegionalX,2025-02-09,2025-02-13,2025-02-11,75,487.5,21.89,1,2
82054,106,2,GroundCo,2025-02-10,2025-02-16,2025-02-20,100,990.0,41.28,0,10
82055,101,3,AirFast,2025-02-10,2025-02-11,2025-02-12,10,12.0,0.67,0,2
82056,108,2,GroundCo,2025-02-10,2025-02-15,2025-02-14,20,108.0,3.12,1,4
82057,114,1,GroundCo,2025-02-10,2025-02-16,2025-02-13,25,115.0,3.73,1,3
82058,110,2,RegionalX,2025-02-10,2025-02-13,2025-02-14,100,825.0,34.58,0,4
82059,113,1,GroundCo,2025-02-10,2025-02-15,2025-02-15,40,118.0,4.18,1,5
82060,110,2,GroundCo,2025-02-11,2025-02-16,2025-02-21,50,412.5,14.12,0,10
82061,105,3,RegionalX,2025-02-11,2025-02-14,2025-02-13,25,162.5,7.98,1,2
82062,113,3,GroundCo,2025-02-11,2025-02-15,2025-02-14,40,118.0,3.49,1,3
82063,101,4,RegionalX,2025-02-12,2025-02-15,2025-02-15,50,60.0,3.05,1,3
82064,114,3,RegionalX,2025-02-12,2025-02-15,2025-02-14,100,460.0,19.17,1,2
82065,113,1,GroundCo,2025-02-12,2025-02-18,2025-02-17,20,59.0,2.0,1,5
82066,109,2,RegionalX,2025-02-12,2025-02-16,2025-02-15,20,240.0,11.53,1,3
82067,102,2,RegionalX,2025-02-13,2025-02-16,2025-02-15,50,80.0,4.37,1,2
82068,106,2,GroundCo,2025-02-13,2025-02-18,2025-02-20,75,742.5,27.35,0,7
82069,107,2,GroundCo,2025-02-13,2025-02-17,2025-02-20,100,380.0,10.01,0,7
82070,114,2,RegionalX,2025-02-13,2025-02-16,2025-02-17,20,92.0,3.94,0,4
82071,108,4,GroundCo,2025-02-13,2025-02-18,2025-02-16,25,135.0,5.19,1,3
82072,112,3,GroundCo,2025-02-14,2025-02-18,2025-02-17,20,315.0,13.67,1,3
82073,111,1,GroundCo,2025-02-14,2025-02-20,2025-02-17,40,380.0,15.84,1,3
82074,115,2,GroundCo,2025-02-14,2025-02-20,2025-02-21,25,174.75,6.29,0,7
82075,112,4,GroundCo,2025-02-14,2025-02-19,2025-02-19,40,630.0,22.48,1,5
82076,103,2,GroundCo,2025-02-14,2025-02-19,2025-02-17,40,30.0,0.76,1,3
82077,105,2,GroundCo,2025-02-14,2025-02-18,2025-02-19,10,65.0,1.73,0,5
82078,105,4,GroundCo,2025-02-15,2025-02-21,2025-02-18,10,65.0,2.18,1,3
82079,103,4,GroundCo,2025-02-15,2025-02-19,2025-02-18,75,56.25,1.78,1,3
82080,101,3,RegionalX,2025-02-15,2025-02-19,2025-02-18,20,24.0,1.16,1,3
82081,102,3,GroundCo,2025-02-15,2025-02-21,2025-02-19,50,80.0,2.84,1,4
82082,101,1,GroundCo,2025-02-16,2025-02-20,2025-02-21,20,24.0,1.03,0,5
82083,101,4,GroundCo,2025-02-16,2025-02-20,2025-02-19,40,48.0,1.8,1,3
82084,103,2,GroundCo,2025-02-16,2025-02-22,2025-02-21,20,15.0,0.33,1,5
82085,109,4,RegionalX,2025-02-16,2025-02-20,2025-02-18,75,900.0,36.28,1,2
82086,113,3,GroundCo,2025-02-16,2025-02-21,2025-02-19,75,221.25,8.28,1,3
82087,110,2,GroundCo,2025-02-17,2025-02-22,2025-02-21,10,82.5,2.55,1,4
82088,104,4,GroundCo,2025-02-17,2025-02-21,2025-02-21,20,9.0,0.25,1,4
82089,115,2,GroundCo,2025-02-17,2025-02-21,2025-02-20,20,139.8,4.01,1,3
82090,104,3,RegionalX,2025-02-18,2025-02-23,2025-02-22,20,9.0,0.29,1,4
82091,110,3,GroundCo,2025-02-18,2025-02-23,2025-02-22,100,825.0,34.15,1,4
82092,107,1,GroundCo,2025-02-18,2025-02-23,2025-02-22,20,76.0,2.3,1,4
82093,104,2,GroundCo,2025-02-18,2025-02-24,2025-02-22,10,4.5,0.12,1,4
82094,111,2,GroundCo,2025-02-19,2025-02-25,2025-02-24,25,237.5,7.56,1,5
82095,107,1,GroundCo,2025-02-19,2025-02-25,2025-02-23,10,38.0,1.53,1,4
82096,109,1,GroundCo,2025-02-19,2025-02-25,2025-02-24,40,480.0,16.97,1,5
82097,105,4,RegionalX,2025-02-20,2025-02-25,2025-02-22,100,650.0,23.81,1,2
82098,107,1,AirFast,2025-02-20,2025-02-23,2025-02-21,50,190.0,11.71,1,1
82099,109,2,GroundCo,2025-02-20,2025-02-26,2025-03-03,75,900.0,28.85,0,11
82100,101,4,GroundCo,2025-02-20,2025-02-26,2025-02-24,100,120.0,3.8,1,4
82101,101,4,RegionalX,2025-02-20,2025-02-25,2025-02-27,75,90.0,3.74,0,7
82102,112,2,RegionalX,2025-02-20,2025-02-24,2025-02-27,100,1575.0,74.91,0,7
82103,105,4,AirFast,2025-02-21,2025-02-24,2025-02-22,10,65.0,4.79,1,1
82104,109,4,GroundCo,2025-02-21,2025-02-25,2025-02-24,40,480.0,15.91,1,3
82105,103,2,RegionalX,2025-02-21,2025-02-26,2025-02-28,40,30.0,1.23,0,7
82106,106,3,GroundCo,2025-02-21,2025-02-25,2025-02-24,20,198.0,5.5,1,3
82107,109,4,GroundCo,2025-02-21,2025-02-27,2025-02-25,25,300.0,11.55,1,4
82108,110,1,RegionalX,2025-02-21,2025-02-26,2025-02-25,10,82.5,4.47,1,4
82109,105,1,GroundCo,2025-02-22,2025-02-26,2025-02-25,10,65.0,2.08,1,3
82110,113,2,RegionalX,2025-02-22,2025-02-27,2025-02-25,20,59.0,2.49,1,3
82111,110,4,RegionalX,2025-02-22,2025-02-25,2025-02-26,50,412.5,20.58,0,4
82112,105,1,AirFast,2025-02-23,2025-02-26,2025-02-24,100,650.0,43.85,1,1
82113,101,1,GroundCo,2025-02-23,2025-03-01,2025-02-28,50,60.0,1.82,1,5
82114,107,1,AirFast,2025-02-23,2025-02-24,2025-02-24,75,285.0,23.9,1,1
82115,109,1,GroundCo,2025-02-23,2025-03-01,2025-02-27,75,900.0,38.72,1,4
82116,106,2,RegionalX,2025-02-23,2025-02-27,2025-02-25,100,990.0,38.02,1,2
82117,113,1,GroundCo,2025-02-24,2025-03-01,2025-02-28,20,59.0,1.71,1,4
82118,101,4,GroundCo,2025-02-24,2025-03-02,2025-02-28,50,60.0,2.18,1,4
82119,112,3,RegionalX,2025-02-24,2025-02-28,2025-02-26,40,630.0,23.74,1,2
82120,109,2,GroundCo,2025-02-24,2025-03-02,2025-02-27,75,900.0,38.92,1,3
82121,109,1,RegionalX,2025-02-24,2025-02-27,2025-02-28,20,240.0,11.51,0,4
82122,101,2,AirFast,2025-02-25,2025-02-26,2025-02-26,40,48.0,3.53,1,1
82123,102,4,GroundCo,2025-02-25,2025-03-01,2025-03-01,25,40.0,1.54,1,4
82124,104,4,GroundCo,2025-02-25,2025-03-02,2025-03-03,20,9.0,0.16,0,6
82125,102,2,RegionalX,2025-02-25,2025-03-02,2025-03-07,100,160.0,7.91,0,10
82126,102,1,RegionalX,2025-02-25,2025-03-02,2025-03-01,10,16.0,0.89,1,4
82127,110,1,GroundCo,2025-02-26,2025-03-03,2025-03-01,100,825.0,22.84,1,3
82128,110,2,GroundCo,2025-02-26,2025-03-03,2025-03-01,25,206.25,5.79,1,3
82129,109,2,GroundCo,2025-02-26,2025-03-02,2025-03-03,40,480.0,22.31,0,5
82130,115,2,GroundCo,2025-02-26,2025-03-04,2025-03-03,20,139.8,4.66,1,5
82131,106,1,GroundCo,2025-02-26,2025-03-03,2025-03-06,75,742.5,20.55,0,8
82132,107,3,GroundCo,2025-02-27,2025-03-05,2025-03-08,100,380.0,11.47,0,9
82133,112,1,AirFast,2025-02-27,2025-03-02,2025-02-28,25,393.75,37.9,1,1
82134,107,2,RegionalX,2025-02-27,2025-03-03,2025-03-01,25,95.0,3.2,1,2
82135,102,3,GroundCo,2025-02-27,2025-03-04,2025-03-04,25,40.0,1.78,1,5
82136,112,3,GroundCo,2025-02-27,2025-03-04,2025-03-04,20,315.0,14.34,1,5
82137,102,4,AirFast,2025-02-27,2025-02-28,2025-02-28,50,80.0,6.81,1,1
82138,114,4,RegionalX,2025-02-28,2025-03-04,2025-03-02,20,92.0,3.69,1,2
82139,114,4,RegionalX,2025-02-28,2025-03-04,2025-03-08,40,184.0,8.93,0,8
82140,114,2,GroundCo,2025-02-28,2025-03-06,2025-03-04,10,46.0,1.72,1,4
82141,108,3,RegionalX,2025-02-28,2025-03-04,2025-03-02,25,135.0,6.36,1,2
82142,111,2,GroundCo,2025-03-01,2025-03-06,2025-03-07,10,95.0,3.73,0,6
82143,105,4,AirFast,2025-03-01,2025-03-02,2025-03-02,20,130.0,10.64,1,1
82144,105,1,GroundCo,2025-03-01,2025-03-07,2025-03-06,40,260.0,7.36,1,5
82145,103,1,GroundCo,2025-03-02,2025-03-07,2025-03-07,75,56.25,1.75,1,5
82146,106,2,GroundCo,2025-03-02,2025-03-06,2025-03-06,50,495.0,19.21,1,4
82147,105,3,RegionalX,2025-03-02,2025-03-05,2025-03-06,10,65.0,2.9,0,4
82148,109,1,GroundCo,2025-03-03,2025-03-07,2025-03-08,40,480.0,18.26,0,5
82149,105,2,GroundCo,2025-03-03,2025-03-08,2025-03-08,50,325.0,12.63,1,5
82150,112,1,GroundCo,2025-03-03,2025-03-09,2025-03-08,25,393.75,11.36,1,5
82151,107,4,GroundCo,2025-03-03,2025-03-07,2025-03-06,100,380.0,14.5,1,3
82152,103,1,GroundCo,2025-03-04,2025-03-09,2025-03-09,25,18.75,0.47,1,5
82153,113,2,GroundCo,2025-03-04,2025-03-08,2025-03-07,10,29.5,0.81,1,3
82154,112,4,GroundCo,2025-03-04,2025-03-09,2025-03-09,20,315.0,13.05,1,5
82155,101,1,GroundCo,2025-03-05,2025-03-11,2025-03-10,10,12.0,0.41,1,5
82156,114,1,GroundCo,2025-03-05,2025-03-10,2025-03-08,100,460.0,12.67,1,3
82157,115,4,RegionalX,2025-03-05,2025-03-08,2025-03-08,20,139.8,6.75,1,3
82158,110,4,RegionalX,2025-03-05,2025-03-09,2025-03-09,50,412.5,14.65,1,4
82159,111,4,RegionalX,2025-03-05,2025-03-09,2025-03-09,20,190.0,9.99,1,4
82160,101,3,GroundCo,2025-03-05,2025-03-10,2025-03-10,75,90.0,3.1,1,5
82161,114,3,AirFast,2025-03-06,2025-03-07,2025-03-07,75,345.0,21.4,1,1
82162,106,2,RegionalX,2025-03-06,2025-03-10,2025-03-10,10,99.0,4.52,1,4
82163,114,4,GroundCo,2025-03-06,2025-03-11,2025-03-10,10,46.0,1.54,1,4
82164,101,2,GroundCo,2025-03-06,2025-03-10,2025-03-11,40,48.0,1.83,0,5
82165,102,4,AirFast,2025-03-06,2025-03-07,2025-03-08,20,32.0,2.54,0,2
82166,105,4,GroundCo,2025-03-07,2025-03-13,2025-03-11,10,65.0,2.56,1,4
82167,101,4,RegionalX,2025-03-07,2025-03-10,2025-03-09,50,60.0,2.23,1,2
82168,105,1,RegionalX,2025-03-07,2025-03-12,2025-03-10,75,487.5,20.33,1,3
82169,109,1,GroundCo,2025-03-07,2025-03-12,2025-03-11,75,900.0,30.28,1,4
82170,113,2,GroundCo,2025-03-07,2025-03-11,2025-03-10,40,118.0,3.38,1,3
82171,101,4,RegionalX,2025-03-07,2025-03-11,2025-03-10,100,120.0,4.65,1,3
82172,101,4,RegionalX,2025-03-08,2025-03-13,2025-03-11,75,90.0,4.16,1,3
82173,102,2,RegionalX,2025-03-08,2025-03-13,2025-03-10,25,40.0,1.45,1,2
82174,101,1,RegionalX,2025-03-08,2025-03-11,2025-03-10,25,30.0,1.3,1,2
82175,101,2,GroundCo,2025-03-08,2025-03-14,2025-03-12,10,12.0,0.5,1,4
82176,103,3,RegionalX,2025-03-08,2025-03-13,2025-03-12,75,56.25,2.0,1,4
82177,104,2,GroundCo,2025-03-08,2025-03-13,2025-03-11,100,45.0,0.81,1,3
82178,115,1,RegionalX,2025-03-09,2025-03-12,2025-03-12,50,349.5,17.67,1,3
82179,101,2,GroundCo,2025-03-09,2025-03-14,2025-03-13,10,12.0,0.47,1,4
82180,112,4,RegionalX,2025-03-09,2025-03-14,2025-03-11,40,630.0,31.75,1,2
82181,115,3,GroundCo,2025-03-09,2025-03-13,2025-03-13,50,349.5,9.3,1,4
82182,102,3,AirFast,2025-03-09,2025-03-11,2025-03-10,40,64.0,4.83,1,1
82183,114,1,GroundCo,2025-03-10,2025-03-16,2025-03-15,20,92.0,3.31,1,5
82184,114,1,GroundCo,2025-03-10,2025-03-14,2025-03-18,100,460.0,13.51,0,8
82185,102,2,GroundCo,2025-03-10,2025-03-16,2025-03-13,25,40.0,1.33,1,3
82186,105,2,GroundCo,2025-03-10,2025-03-14,2025-03-15,75,487.5,16.24,0,5
82187,104,4,GroundCo,2025-03-10,2025-03-15,2025-03-15,25,11.25,0.31,1,5
82188,106,3,GroundCo,2025-03-10,2025-03-15,2025-03-14,40,396.0,11.32,1,4
82189,101,4,GroundCo,2025-03-11,2025-03-17,2025-03-15,100,120.0,3.97,1,4
82190,105,4,GroundCo,2025-03-11,2025-03-15,2025-03-16,75,487.5,13.08,0,5
82191,102,4,GroundCo,2025-03-11,2025-03-17,2025-03-14,20,32.0,1.37,1,3
82192,114,1,RegionalX,2025-03-12,2025-03-16,2025-03-16,50,230.0,7.79,1,4
82193,101,2,RegionalX,2025-03-12,2025-03-16,2025-03-15,25,30.0,1.43,1,3
82194,107,2,AirFast,2025-03-12,2025-03-15,2025-03-13,20,76.0,6.54,1,1
82195,108,4,GroundCo,2025-03-12,2025-03-16,2025-03-16,20,108.0,4.11,1,4
82196,103,4,AirFast,2025-03-12,2025-03-15,2025-03-13,100,75.0,3.8,1,1
82197,108,4,RegionalX,2025-03-13,2025-03-18,2025-03-17,25,135.0,5.71,1,4
82198,109,4,RegionalX,2025-03-13,2025-03-18,2025-03-16,40,480.0,23.82,1,3
82199,115,4,RegionalX,2025-03-13,2025-03-16,2025-03-16,20,139.8,6.84,1,3
82200,113,2,GroundCo,2025-03-13,2025-03-17,2025-03-18,25,73.75,2.52,0,5
82201,108,2,RegionalX,2025-03-13,2025-03-16,2025-03-19,75,405.0,18.53,0,6
82202,108,4,AirFast,2025-03-13,2025-03-14,2025-03-15,100,540.0,42.64,0,2
82203,107,4,GroundCo,2025-03-14,2025-03-20,2025-03-18,40,152.0,5.04,1,4
82204,106,3,GroundCo,2025-03-14,2025-03-18,2025-03-17,40,396.0,12.52,1,3
82205,113,3,GroundCo,2025-03-14,2025-03-19,2025-03-18,20,59.0,2.0,1,4
82206,103,4,RegionalX,2025-03-14,2025-03-17,2025-03-16,20,15.0,0.64,1,2
82207,103,4,GroundCo,2025-03-14,2025-03-18,2025-03-18,100,75.0,2.25,1,4
82208,107,1,AirFast,2025-03-15,2025-03-17,2025-03-16,10,38.0,2.21,1,1
82209,115,3,GroundCo,2025-03-15,2025-03-21,2025-03-20,25,174.75,5.27,1,5
82210,106,2,AirFast,2025-03-15,2025-03-17,2025-03-16,100,990.0,64.52,1,1
82211,114,2,GroundCo,2025-03-15,2025-03-21,2025-03-20,20,92.0,3.35,1,5
82212,101,1,AirFast,2025-03-15,2025-03-16,2025-03-16,25,30.0,2.2,1,1
82213,102,1,GroundCo,2025-03-15,2025-03-19,2025-03-18,10,16.0,0.69,1,3
82214,107,2,GroundCo,2025-03-16,2025-03-20,2025-03-21,100,380.0,9.66,0,5
82215,101,3,RegionalX,2025-03-16,2025-03-19,2025-03-19,20,24.0,0.89,1,3
82216,115,3,GroundCo,2025-03-16,2025-03-20,2025-03-20,20,139.8,4.05,1,4
82217,113,4,GroundCo,2025-03-17,2025-03-23,2025-03-20,20,59.0,2.17,1,3
82218,101,4,RegionalX,2025-03-17,2025-03-21,2025-03-20,25,30.0,1.38,1,3
82219,110,3,GroundCo,2025-03-17,2025-03-21,2025-03-20,50,412.5,11.87,1,3
82220,112,2,AirFast,2025-03-17,2025-03-18,2025-03-18,40,630.0,41.4,1,1
82221,110,1,RegionalX,2025-03-17,2025-03-21,2025-03-20,20,165.0,8.85,1,3
82222,101,2,RegionalX,2025-03-18,2025-03-22,2025-03-22,75,90.0,3.62,1,4
82223,103,4,RegionalX,2025-03-18,2025-03-23,2025-03-20,50,37.5,1.37,1,2
82224,105,3,GroundCo,2025-03-18,2025-03-22,2025-03-23,75,487.5,16.02,0,5
82225,114,1,GroundCo,2025-03-18,2025-03-23,2025-03-21,40,184.0,4.96,1,3
82226,109,1,RegionalX,2025-03-18,2025-03-23,2025-03-25,10,120.0,6.17,0,7
82227,103,2,RegionalX,2025-03-18,2025-03-22,2025-03-20,25,18.75,0.69,1,2
82228,105,1,RegionalX,2025-03-19,2025-03-22,2025-03-21,20,130.0,4.85,1,2
82229,103,1,AirFast,2025-03-19,2025-03-21,2025-03-20,20,15.0,1.01,1,1
82230,115,3,GroundCo,2025-03-19,2025-03-23,2025-03-24,10,69.9,2.1,0,5
82231,106,3,GroundCo,2025-03-19,2025-03-25,2025-03-22,75,742.5,31.31,1,3
82232,110,3,RegionalX,2025-03-19,2025-03-24,2025-03-21,20,165.0,6.16,1,2
82233,105,2,GroundCo,2025-03-20,2025-03-26,2025-03-23,20,130.0,5.06,1,3
82234,101,3,RegionalX,2025-03-20,2025-03-25,2025-03-27,75,90.0,3.23,0,7
82235,114,3,RegionalX,2025-03-20,2025-03-23,2025-03-22,10,46.0,1.79,1,2
82236,106,4,GroundCo,2025-03-20,2025-03-26,2025-03-23,100,990.0,43.37,1,3
82237,103,2,AirFast,2025-03-21,2025-03-22,2025-03-22,40,30.0,1.6,1,1
82238,106,3,GroundCo,2025-03-21,2025-03-26,2025-03-25,10,99.0,3.81,1,4
82239,110,2,AirFast,2025-03-21,2025-03-24,2025-03-25,25,206.25,15.78,0,4
82240,107,4,GroundCo,2025-03-22,2025-03-26,2025-03-25,20,76.0,2.79,1,3
82241,103,4,RegionalX,2025-03-22,2025-03-26,2025-03-26,25,18.75,0.77,1,4
82242,111,4,GroundCo,2025-03-22,2025-03-26,2025-03-27,10,95.0,3.14,0,5
82243,108,2,GroundCo,2025-03-22,2025-03-28,2025-03-27,50,270.0,11.16,1,5
82244,106,2,GroundCo,2025-03-23,2025-03-27,2025-03-26,20,198.0,6.64,1,3
82245,104,3,GroundCo,2025-03-23,2025-03-27,2025-03-28,25,11.25,0.3,0,5
82246,102,1,GroundCo,2025-03-23,2025-03-27,2025-03-27,75,120.0,4.3,1,4
82247,110,4,RegionalX,2025-03-23,2025-03-27,2025-03-25,25,206.25,8.48,1,2
82248,112,3,RegionalX,2025-03-23,2025-03-26,2025-03-25,20,315.0,16.16,1,2
82249,111,3,RegionalX,2025-03-24,2025-03-27,2025-03-28,50,475.0,24.49,0,4
82250,101,3,RegionalX,2025-03-24,2025-03-28,2025-03-27,40,48.0,2.23,1,3
82251,114,2,AirFast,2025-03-24,2025-03-25,2025-03-26,20,92.0,5.97,0,2
82252,102,3,RegionalX,2025-03-24,2025-03-27,2025-03-28,10,16.0,0.74,0,4
82253,105,4,GroundCo,2025-03-24,2025-03-29,2025-03-28,50,325.0,12.26,1,4
82254,114,2,AirFast,2025-03-25,2025-03-28,2025-03-26,25,115.0,6.38,1,1
82255,113,2,GroundCo,2025-03-25,2025-03-30,2025-03-28,50,147.5,4.8,1,3
82256,113,2,GroundCo,2025-03-25,2025-03-31,2025-03-30,20,59.0,1.68,1,5
82257,113,4,GroundCo,2025-03-25,2025-03-29,2025-03-29,20,59.0,1.37,1,4
82258,109,2,GroundCo,2025-03-26,2025-04-01,2025-04-05,100,1200.0,39.78,0,10
82259,115,3,GroundCo,2025-03-26,2025-03-31,2025-03-30,50,349.5,14.26,1,4
82260,111,1,GroundCo,2025-03-26,2025-03-30,2025-03-30,20,190.0,5.23,1,4
82261,110,1,RegionalX,2025-03-27,2025-04-01,2025-03-30,50,412.5,15.21,1,3
82262,112,4,GroundCo,2025-03-27,2025-04-01,2025-03-31,40,630.0,27.19,1,4
82263,101,3,GroundCo,2025-03-27,2025-03-31,2025-03-31,20,24.0,0.9,1,4
82264,101,2,RegionalX,2025-03-27,2025-04-01,2025-03-31,10,12.0,0.45,1,4
82265,113,2,GroundCo,2025-03-28,2025-04-01,2025-04-01,20,59.0,1.44,1,4
82266,110,2,GroundCo,2025-03-28,2025-04-03,2025-03-31,10,82.5,3.48,1,3
82267,103,4,GroundCo,2025-03-28,2025-04-02,2025-04-01,10,7.5,0.17,1,4
82268,111,4,RegionalX,2025-03-28,2025-04-01,2025-04-03,10,95.0,3.86,0,6
82269,104,3,GroundCo,2025-03-28,2025-04-02,2025-03-31,50,22.5,0.45,1,3
82270,102,4,RegionalX,2025-03-29,2025-04-01,2025-04-02,75,120.0,4.41,0,4
